orderID,activity,endtime,starttime,resource
C569,send reminder,2015-05-15 17:19:08+00:00,2015-05-15 16:59:39+00:00,VNOHU
C646,send invoice,2015-05-15 17:10:06+00:00,2015-05-15 17:03:24+00:00,KYICA
C570,prepare delivery,2015-05-15 17:34:13+00:00,2015-05-15 17:09:32+00:00,SMSNY
C555,prepare delivery,2015-05-15 17:32:33+00:00,2015-05-15 17:25:25+00:00,KXHUV
C539,confirm payment,2015-05-15 17:30:50+00:00,2015-05-15 17:28:20+00:00,BALPA
C600,send reminder,2015-05-15 17:59:31+00:00,2015-05-15 17:37:30+00:00,ZBEXO
C529,confirm payment,2015-05-15 17:47:06+00:00,2015-05-15 17:40:13+00:00,KYICA
C558,make delivery,2015-05-15 17:59:59+00:00,2015-05-15 17:46:16+00:00,UTBDH
C568,confirm payment,2015-05-15 18:04:16+00:00,2015-05-15 17:57:29+00:00,RCEUC
C545,prepare delivery,2015-05-15 18:15:03+00:00,2015-05-15 18:07:46+00:00,UTBDH
C665,place order,2015-05-15 22:24:17+00:00,2015-05-15 18:28:49+00:00,DTZWY
C572,send reminder,2015-05-15 20:14:40+00:00,2015-05-15 20:03:17+00:00,KYICA
C558,confirm payment,2015-05-15 20:25:44+00:00,2015-05-15 20:08:38+00:00,EQRLD
C666,place order,2015-05-16 00:47:00+00:00,2015-05-15 21:02:42+00:00,EQRLD
C667,place order,2015-05-16 12:46:50+00:00,2015-05-16 09:59:24+00:00,RLTSN
C668,place order,2015-05-17 10:44:02+00:00,2015-05-17 10:36:00+00:00,EXXRY
C669,place order,2015-05-18 03:12:43+00:00,2015-05-18 03:07:12+00:00,FGXWW
C663,send invoice,2015-05-18 09:13:56+00:00,2015-05-18 09:06:49+00:00,FGXWW
C593,send reminder,2015-05-18 09:31:04+00:00,2015-05-18 09:16:33+00:00,SMSNY
C670,place order,2015-05-18 10:17:16+00:00,2015-05-18 09:26:03+00:00,KXHUV
C573,pay,2015-05-18 10:25:18+00:00,2015-05-18 10:18:23+00:00,VXRUO
C568,make delivery,2015-05-18 11:06:39+00:00,2015-05-18 10:40:06+00:00,DTZWY
C564,confirm payment,2015-05-18 10:54:45+00:00,2015-05-18 10:50:05+00:00,EMEYV
C655,send invoice,2015-05-18 11:00:44+00:00,2015-05-18 10:56:23+00:00,KXHUV
C552,confirm payment,2015-05-18 11:08:32+00:00,2015-05-18 10:57:46+00:00,KYICA
C658,send invoice,2015-05-18 11:15:09+00:00,2015-05-18 11:09:17+00:00,EQRLD
C671,place order,2015-05-18 11:20:33+00:00,2015-05-18 11:10:13+00:00,EXXRY
C538,make delivery,2015-05-18 11:26:53+00:00,2015-05-18 11:15:17+00:00,BALPA
C519,confirm payment,2015-05-18 11:30:37+00:00,2015-05-18 11:23:51+00:00,UYDRD
C581,send reminder,2015-05-18 11:41:03+00:00,2015-05-18 11:28:51+00:00,HLJOP
C535,prepare delivery,2015-05-18 11:54:17+00:00,2015-05-18 11:50:40+00:00,DTZWY
C561,prepare delivery,2015-05-18 11:56:39+00:00,2015-05-18 11:53:00+00:00,FGXWW
C650,send invoice,2015-05-18 12:35:20+00:00,2015-05-18 12:30:18+00:00,EXXRY
C659,send invoice,2015-05-18 12:40:47+00:00,2015-05-18 12:34:22+00:00,FGXWW
C672,place order,2015-05-18 12:49:26+00:00,2015-05-18 12:38:33+00:00,VNOHU
C582,send reminder,2015-05-18 13:36:27+00:00,2015-05-18 13:19:41+00:00,ZBEXO
C597,send reminder,2015-05-18 13:45:38+00:00,2015-05-18 13:29:14+00:00,RWVYG
C673,place order,2015-05-18 14:40:38+00:00,2015-05-18 14:35:13+00:00,EMEYV
C601,send reminder,2015-05-18 15:27:40+00:00,2015-05-18 15:16:13+00:00,RCEUC
C649,send invoice,2015-05-18 15:35:18+00:00,2015-05-18 15:28:28+00:00,LYVGB
C555,make delivery,2015-05-18 15:49:58+00:00,2015-05-18 15:36:51+00:00,UYDRD
C538,confirm payment,2015-05-18 15:43:33+00:00,2015-05-18 15:38:10+00:00,EMEYV
C605,send reminder,2015-05-18 16:06:43+00:00,2015-05-18 15:48:09+00:00,EQRLD
C583,send reminder,2015-05-18 16:20:22+00:00,2015-05-18 16:01:59+00:00,RLTSN
C562,pay,2015-05-18 16:54:56+00:00,2015-05-18 16:25:41+00:00,VNOHU
C674,place order,2015-05-18 16:39:42+00:00,2015-05-18 16:28:33+00:00,EMEYV
C560,confirm payment,2015-05-18 16:37:24+00:00,2015-05-18 16:30:04+00:00,RCEUC
C667,send invoice,2015-05-18 16:36:30+00:00,2015-05-18 16:31:36+00:00,EQRLD
C570,confirm payment,2015-05-18 16:47:30+00:00,2015-05-18 16:34:35+00:00,RCEUC
C591,send reminder,2015-05-18 17:07:29+00:00,2015-05-18 16:39:53+00:00,KYICA
C545,make delivery,2015-05-18 16:56:54+00:00,2015-05-18 16:45:42+00:00,EQRLD
C553,prepare delivery,2015-05-18 17:44:09+00:00,2015-05-18 17:36:52+00:00,UTBDH
C544,prepare delivery,2015-05-18 17:50:03+00:00,2015-05-18 17:40:35+00:00,VXRUO
C560,make delivery,2015-05-18 18:00:04+00:00,2015-05-18 17:49:22+00:00,SMSNY
C675,place order,2015-05-18 18:22:02+00:00,2015-05-18 18:15:14+00:00,BALPA
C574,pay,2015-05-18 18:42:54+00:00,2015-05-18 18:37:55+00:00,ZBEXO
C580,prepare delivery,2015-05-18 18:47:02+00:00,2015-05-18 18:39:58+00:00,RLTSN
C660,send invoice,2015-05-18 19:57:29+00:00,2015-05-18 19:45:45+00:00,KYICA
C676,place order,2015-05-18 20:28:30+00:00,2015-05-18 20:21:56+00:00,UTBDH
C614,pay,2015-05-18 21:18:16+00:00,2015-05-18 21:12:08+00:00,VNOHU
C677,place order,2015-05-18 23:22:43+00:00,2015-05-18 23:20:06+00:00,ZBEXO
C570,make delivery,2015-05-19 08:42:07+00:00,2015-05-19 08:31:30+00:00,UYDRD
C678,place order,2015-05-19 09:26:41+00:00,2015-05-19 09:12:22+00:00,VXRUO
C647,send invoice,2015-05-19 12:26:35+00:00,2015-05-19 09:14:15+00:00,ZBEXO
C652,send invoice,2015-05-19 09:24:17+00:00,2015-05-19 09:18:05+00:00,KYICA
C545,confirm payment,2015-05-19 09:31:01+00:00,2015-05-19 09:22:48+00:00,DTZWY
C639,send invoice,2015-05-19 09:33:11+00:00,2015-05-19 09:30:12+00:00,KXHUV
C586,prepare delivery,2015-05-19 09:41:11+00:00,2015-05-19 09:33:40+00:00,UTBDH
C555,confirm payment,2015-05-19 10:02:44+00:00,2015-05-19 09:57:04+00:00,EMEYV
C567,prepare delivery,2015-05-19 12:51:50+00:00,2015-05-19 10:30:18+00:00,HLJOP
C643,send invoice,2015-05-19 10:47:22+00:00,2015-05-19 10:42:01+00:00,DTZWY
C679,place order,2015-05-19 13:20:54+00:00,2015-05-19 10:42:51+00:00,VNOHU
C583,cancel order,2015-05-19 10:55:03+00:00,2015-05-19 10:48:42+00:00,RWVYG
C661,send invoice,2015-05-19 10:57:51+00:00,2015-05-19 10:51:18+00:00,KXHUV
C535,confirm payment,2015-05-19 11:15:09+00:00,2015-05-19 11:08:20+00:00,EQRLD
C669,send invoice,2015-05-19 11:18:34+00:00,2015-05-19 11:12:50+00:00,LYVGB
C535,make delivery,2015-05-19 11:45:41+00:00,2015-05-19 11:21:05+00:00,EMEYV
C653,send invoice,2015-05-19 11:40:42+00:00,2015-05-19 11:36:45+00:00,UTBDH
C563,pay,2015-05-19 11:45:13+00:00,2015-05-19 11:40:07+00:00,UYDRD
C642,send invoice,2015-05-19 12:34:05+00:00,2015-05-19 12:26:36+00:00,SMSNY
C680,place order,2015-05-19 12:48:40+00:00,2015-05-19 12:43:50+00:00,EQRLD
C561,confirm payment,2015-05-19 13:42:00+00:00,2015-05-19 13:19:00+00:00,EMEYV
C561,make delivery,2015-05-19 13:42:00+00:00,2015-05-19 13:27:42+00:00,RWVYG
C542,prepare delivery,2015-05-19 14:15:11+00:00,2015-05-19 14:00:32+00:00,FGXWW
C613,send reminder,2015-05-19 14:50:03+00:00,2015-05-19 14:21:20+00:00,EQRLD
C681,place order,2015-05-19 15:06:41+00:00,2015-05-19 14:45:47+00:00,LYVGB
C594,pay,2015-05-19 15:13:22+00:00,2015-05-19 15:04:52+00:00,EMEYV
C579,prepare delivery,2015-05-19 17:48:20+00:00,2015-05-19 15:24:44+00:00,BALPA
C657,send invoice,2015-05-19 16:19:08+00:00,2015-05-19 16:12:25+00:00,SMSNY
C597,pay,2015-05-19 17:11:52+00:00,2015-05-19 16:44:23+00:00,HLJOP
C682,place order,2015-05-19 17:05:48+00:00,2015-05-19 16:49:41+00:00,EMEYV
C625,send reminder,2015-05-19 17:10:51+00:00,2015-05-19 16:57:44+00:00,SMSNY
C559,prepare delivery,2015-05-19 17:05:18+00:00,2015-05-19 16:58:38+00:00,FGXWW
C544,make delivery,2015-05-19 17:43:34+00:00,2015-05-19 17:10:27+00:00,VNOHU
C580,make delivery,2015-05-19 18:27:34+00:00,2015-05-19 17:56:42+00:00,RLTSN
C553,make delivery,2015-05-19 18:37:04+00:00,2015-05-19 18:21:20+00:00,ZBEXO
C575,pay,2015-05-19 18:54:44+00:00,2015-05-19 18:50:29+00:00,UTBDH
C683,place order,2015-05-19 19:09:35+00:00,2015-05-19 18:57:29+00:00,EQRLD
C577,pay,2015-05-19 21:03:38+00:00,2015-05-19 20:57:55+00:00,VNOHU
C589,pay,2015-05-19 21:36:02+00:00,2015-05-19 21:29:43+00:00,UTBDH
C684,place order,2015-05-19 22:42:26+00:00,2015-05-19 22:28:42+00:00,UTBDH
C599,pay,2015-05-20 00:02:14+00:00,2015-05-19 23:56:51+00:00,RCEUC
C612,send reminder,2015-05-20 09:06:09+00:00,2015-05-20 08:23:24+00:00,RWVYG
C685,place order,2015-05-20 08:52:23+00:00,2015-05-20 08:45:38+00:00,DTZWY
C587,send reminder,2015-05-20 09:42:59+00:00,2015-05-20 09:19:05+00:00,KYICA
C593,pay,2015-05-20 09:33:38+00:00,2015-05-20 09:29:41+00:00,EQRLD
C632,send reminder,2015-05-20 10:15:11+00:00,2015-05-20 09:53:24+00:00,HLJOP
C654,send invoice,2015-05-20 10:08:41+00:00,2015-05-20 09:58:01+00:00,RLTSN
C565,pay,2015-05-20 10:10:22+00:00,2015-05-20 10:03:11+00:00,BALPA
C586,make delivery,2015-05-20 10:42:18+00:00,2015-05-20 10:04:43+00:00,FGXWW
C671,send invoice,2015-05-20 10:21:35+00:00,2015-05-20 10:13:37+00:00,EXXRY
C567,make delivery,2015-05-20 11:57:31+00:00,2015-05-20 10:22:43+00:00,VXRUO
C578,prepare delivery,2015-05-20 10:29:40+00:00,2015-05-20 10:26:46+00:00,RLTSN
C674,send invoice,2015-05-20 10:40:42+00:00,2015-05-20 10:32:54+00:00,SMSNY
C553,confirm payment,2015-05-20 10:56:37+00:00,2015-05-20 10:44:37+00:00,RWVYG
C542,confirm payment,2015-05-20 10:57:16+00:00,2015-05-20 10:46:17+00:00,VNOHU
C608,send reminder,2015-05-20 11:34:39+00:00,2015-05-20 10:51:17+00:00,SMSNY
C686,place order,2015-05-20 11:09:41+00:00,2015-05-20 10:56:34+00:00,FWWWF
C590,prepare delivery,2015-05-20 11:14:03+00:00,2015-05-20 11:10:59+00:00,KYICA
C610,send reminder,2015-05-20 11:22:05+00:00,2015-05-20 11:14:25+00:00,EXXRY
C581,cancel order,2015-05-20 11:50:07+00:00,2015-05-20 11:17:40+00:00,BALPA
C584,pay,2015-05-20 11:30:53+00:00,2015-05-20 11:26:18+00:00,ZBEXO
C662,send invoice,2015-05-20 11:50:24+00:00,2015-05-20 11:45:19+00:00,RWVYG
C576,prepare delivery,2015-05-20 12:01:45+00:00,2015-05-20 11:58:45+00:00,SMSNY
C606,pay,2015-05-20 12:17:21+00:00,2015-05-20 12:11:04+00:00,ZBEXO
C573,prepare delivery,2015-05-20 12:41:23+00:00,2015-05-20 12:33:30+00:00,KYICA
C666,send invoice,2015-05-20 12:51:26+00:00,2015-05-20 12:46:10+00:00,DTZWY
C687,place order,2015-05-20 15:39:48+00:00,2015-05-20 13:11:15+00:00,KYICA
C596,pay,2015-05-20 14:10:56+00:00,2015-05-20 14:04:14+00:00,HLJOP
C542,make delivery,2015-05-20 14:32:54+00:00,2015-05-20 14:16:44+00:00,RCEUC
C613,pay,2015-05-20 14:21:35+00:00,2015-05-20 14:18:18+00:00,VNOHU
C571,prepare delivery,2015-05-20 14:42:34+00:00,2015-05-20 14:35:10+00:00,DTZWY
C688,place order,2015-05-20 15:02:15+00:00,2015-05-20 14:40:38+00:00,KXHUV
C579,make delivery,2015-05-20 15:27:58+00:00,2015-05-20 14:56:38+00:00,UTBDH
C586,confirm payment,2015-05-20 15:46:17+00:00,2015-05-20 15:38:56+00:00,VXRUO
C544,confirm payment,2015-05-20 15:52:30+00:00,2015-05-20 15:44:57+00:00,BALPA
C679,send invoice,2015-05-20 16:10:26+00:00,2015-05-20 16:07:04+00:00,RLTSN
C609,send reminder,2015-05-20 16:24:23+00:00,2015-05-20 16:12:51+00:00,HLJOP
C559,make delivery,2015-05-20 16:38:36+00:00,2015-05-20 16:24:11+00:00,KXHUV
C689,place order,2015-05-20 16:45:58+00:00,2015-05-20 16:39:23+00:00,RWVYG
C569,pay,2015-05-20 16:59:33+00:00,2015-05-20 16:53:46+00:00,KYICA
C567,confirm payment,2015-05-20 17:14:23+00:00,2015-05-20 17:06:48+00:00,DTZWY
C682,send invoice,2015-05-20 17:15:30+00:00,2015-05-20 17:07:34+00:00,FWWWF
C664,send invoice,2015-05-20 17:14:15+00:00,2015-05-20 17:10:51+00:00,RCEUC
C602,pay,2015-05-20 17:26:39+00:00,2015-05-20 17:18:45+00:00,RLTSN
C572,pay,2015-05-20 17:31:41+00:00,2015-05-20 17:28:42+00:00,KXHUV
C612,pay,2015-05-20 17:49:43+00:00,2015-05-20 17:37:18+00:00,FGXWW
C580,confirm payment,2015-05-20 17:46:36+00:00,2015-05-20 17:38:32+00:00,RWVYG
C690,place order,2015-05-20 18:49:55+00:00,2015-05-20 18:36:53+00:00,BALPA
C656,send invoice,2015-05-20 19:01:17+00:00,2015-05-20 18:58:01+00:00,ZBEXO
C563,prepare delivery,2015-05-20 19:06:59+00:00,2015-05-20 19:03:16+00:00,EXXRY
C611,pay,2015-05-20 20:09:39+00:00,2015-05-20 20:00:32+00:00,FGXWW
C562,prepare delivery,2015-05-20 20:36:35+00:00,2015-05-20 20:33:34+00:00,RCEUC
C598,pay,2015-05-20 21:07:34+00:00,2015-05-20 20:39:42+00:00,BALPA
C691,place order,2015-05-20 21:41:13+00:00,2015-05-20 21:26:54+00:00,DTZWY
C585,send reminder,2015-05-20 22:22:41+00:00,2015-05-20 22:02:42+00:00,UYDRD
C692,place order,2015-05-21 04:51:25+00:00,2015-05-21 04:42:36+00:00,LYVGB
C590,confirm payment,2015-05-21 08:31:28+00:00,2015-05-21 08:25:30+00:00,RWVYG
C597,prepare delivery,2015-05-21 08:54:56+00:00,2015-05-21 08:47:00+00:00,UTBDH
C607,pay,2015-05-21 09:37:02+00:00,2015-05-21 09:32:07+00:00,FWWWF
C678,send invoice,2015-05-21 09:46:49+00:00,2015-05-21 09:32:57+00:00,EQRLD
C693,place order,2015-05-21 10:25:11+00:00,2015-05-21 10:10:58+00:00,VNOHU
C578,make delivery,2015-05-21 10:38:54+00:00,2015-05-21 10:27:14+00:00,DTZWY
C578,confirm payment,2015-05-21 10:32:53+00:00,2015-05-21 10:27:54+00:00,EMEYV
C694,place order,2015-05-21 12:12:24+00:00,2015-05-21 11:40:04+00:00,KYICA
C576,make delivery,2015-05-21 12:30:24+00:00,2015-05-21 11:56:15+00:00,VXRUO
C689,send invoice,2015-05-21 12:19:04+00:00,2015-05-21 12:14:59+00:00,ZBEXO
C615,pay,2015-05-21 13:09:23+00:00,2015-05-21 12:56:30+00:00,KYICA
C675,send invoice,2015-05-21 13:11:26+00:00,2015-05-21 13:08:39+00:00,FGXWW
C676,send invoice,2015-05-21 13:18:19+00:00,2015-05-21 13:12:44+00:00,VXRUO
C695,place order,2015-05-21 13:48:14+00:00,2015-05-21 13:38:15+00:00,SMSNY
C634,send reminder,2015-05-21 14:12:41+00:00,2015-05-21 13:41:06+00:00,LYVGB
C590,make delivery,2015-05-21 14:36:33+00:00,2015-05-21 13:46:03+00:00,KXHUV
C681,send invoice,2015-05-21 13:53:15+00:00,2015-05-21 13:49:00+00:00,KYICA
C619,pay,2015-05-21 14:01:17+00:00,2015-05-21 13:56:22+00:00,EMEYV
C573,make delivery,2015-05-21 14:34:45+00:00,2015-05-21 14:23:07+00:00,ZBEXO
C677,send invoice,2015-05-21 14:32:08+00:00,2015-05-21 14:27:23+00:00,HLJOP
C579,confirm payment,2015-05-21 14:51:36+00:00,2015-05-21 14:43:44+00:00,FGXWW
C571,confirm payment,2015-05-21 15:02:49+00:00,2015-05-21 14:52:46+00:00,VXRUO
C573,confirm payment,2015-05-21 15:03:05+00:00,2015-05-21 14:58:25+00:00,FGXWW
C628,send reminder,2015-05-21 15:40:37+00:00,2015-05-21 15:10:57+00:00,UYDRD
C614,prepare delivery,2015-05-21 17:32:27+00:00,2015-05-21 15:12:02+00:00,EMEYV
C637,pay,2015-05-21 15:22:07+00:00,2015-05-21 15:15:30+00:00,KXHUV
C696,place order,2015-05-21 15:38:40+00:00,2015-05-21 15:34:37+00:00,FGXWW
C582,pay,2015-05-21 17:03:08+00:00,2015-05-21 16:52:31+00:00,VNOHU
C571,make delivery,2015-05-21 17:05:57+00:00,2015-05-21 16:54:48+00:00,VNOHU
C576,confirm payment,2015-05-21 17:01:14+00:00,2015-05-21 16:56:35+00:00,VXRUO
C559,confirm payment,2015-05-21 17:26:03+00:00,2015-05-21 17:13:02+00:00,RLTSN
C697,place order,2015-05-21 17:32:34+00:00,2015-05-21 17:27:21+00:00,KYICA
C638,send reminder,2015-05-21 17:47:58+00:00,2015-05-21 17:27:40+00:00,UYDRD
C563,make delivery,2015-05-21 18:04:42+00:00,2015-05-21 17:47:05+00:00,FGXWW
C562,make delivery,2015-05-21 18:46:02+00:00,2015-05-21 18:06:54+00:00,KYICA
C620,send reminder,2015-05-21 18:26:31+00:00,2015-05-21 18:13:00+00:00,VNOHU
C591,pay,2015-05-21 18:26:20+00:00,2015-05-21 18:22:07+00:00,EQRLD
C616,pay,2015-05-21 18:41:40+00:00,2015-05-21 18:28:26+00:00,LYVGB
C597,confirm payment,2015-05-21 18:34:08+00:00,2015-05-21 18:29:54+00:00,VXRUO
C629,pay,2015-05-21 18:33:30+00:00,2015-05-21 18:31:25+00:00,BALPA
C685,send invoice,2015-05-21 18:36:50+00:00,2015-05-21 18:33:05+00:00,VNOHU
C588,prepare delivery,2015-05-21 19:38:49+00:00,2015-05-21 19:11:31+00:00,LYVGB
C698,place order,2015-05-21 19:20:06+00:00,2015-05-21 19:12:50+00:00,RCEUC
C604,pay,2015-05-21 20:27:46+00:00,2015-05-21 20:05:34+00:00,FGXWW
C699,place order,2015-05-21 22:06:06+00:00,2015-05-21 22:01:54+00:00,BALPA
C630,pay,2015-05-21 22:46:16+00:00,2015-05-21 22:39:20+00:00,RCEUC
C700,place order,2015-05-22 10:19:35+00:00,2015-05-22 07:12:36+00:00,DTZWY
C595,send reminder,2015-05-22 09:30:28+00:00,2015-05-22 09:10:08+00:00,HLJOP
C672,send invoice,2015-05-22 09:27:34+00:00,2015-05-22 09:20:44+00:00,DTZWY
C690,send invoice,2015-05-22 09:50:07+00:00,2015-05-22 09:44:01+00:00,HLJOP
C701,place order,2015-05-22 10:03:17+00:00,2015-05-22 09:55:59+00:00,BALPA
C699,send invoice,2015-05-22 10:15:16+00:00,2015-05-22 10:08:39+00:00,RWVYG
C636,send reminder,2015-05-22 10:31:34+00:00,2015-05-22 10:16:18+00:00,DTZWY
C686,send invoice,2015-05-22 10:33:14+00:00,2015-05-22 10:21:03+00:00,RLTSN
C562,confirm payment,2015-05-22 10:27:13+00:00,2015-05-22 10:23:46+00:00,HLJOP
C665,send invoice,2015-05-22 10:33:46+00:00,2015-05-22 10:27:01+00:00,DTZWY
C626,pay,2015-05-22 10:49:42+00:00,2015-05-22 10:44:56+00:00,HLJOP
C594,prepare delivery,2015-05-22 11:13:57+00:00,2015-05-22 10:46:38+00:00,VNOHU
C597,make delivery,2015-05-22 11:17:04+00:00,2015-05-22 10:52:00+00:00,DTZWY
C668,send invoice,2015-05-22 11:10:53+00:00,2015-05-22 11:04:48+00:00,DTZWY
C563,confirm payment,2015-05-22 11:39:22+00:00,2015-05-22 11:06:59+00:00,EMEYV
C592,send reminder,2015-05-22 11:47:33+00:00,2015-05-22 11:17:41+00:00,RLTSN
C574,prepare delivery,2015-05-22 11:35:08+00:00,2015-05-22 11:27:11+00:00,FGXWW
C623,pay,2015-05-22 11:48:49+00:00,2015-05-22 11:44:57+00:00,EMEYV
C673,send invoice,2015-05-22 11:51:58+00:00,2015-05-22 11:46:02+00:00,RCEUC
C670,send invoice,2015-05-22 12:05:03+00:00,2015-05-22 12:00:45+00:00,KXHUV
C702,place order,2015-05-22 12:27:35+00:00,2015-05-22 12:10:05+00:00,VNOHU
C610,pay,2015-05-22 12:20:37+00:00,2015-05-22 12:12:36+00:00,RCEUC
C640,send reminder,2015-05-22 13:20:35+00:00,2015-05-22 12:47:52+00:00,KXHUV
C614,make delivery,2015-05-22 14:09:12+00:00,2015-05-22 13:22:15+00:00,VXRUO
C703,place order,2015-05-22 15:52:15+00:00,2015-05-22 13:38:17+00:00,FWWWF
C692,send invoice,2015-05-22 14:04:42+00:00,2015-05-22 13:56:50+00:00,VXRUO
C704,place order,2015-05-22 15:38:58+00:00,2015-05-22 15:34:42+00:00,KXHUV
C624,pay,2015-05-22 16:14:19+00:00,2015-05-22 16:10:13+00:00,HLJOP
C588,make delivery,2015-05-22 17:26:59+00:00,2015-05-22 16:58:35+00:00,ZBEXO
C651,send reminder,2015-05-22 17:13:38+00:00,2015-05-22 17:05:02+00:00,VXRUO
C705,place order,2015-05-22 17:34:15+00:00,2015-05-22 17:27:31+00:00,VXRUO
C683,send invoice,2015-05-22 18:30:04+00:00,2015-05-22 18:27:25+00:00,LYVGB
C706,place order,2015-05-22 19:33:44+00:00,2015-05-22 19:13:09+00:00,KXHUV
C617,pay,2015-05-22 21:05:26+00:00,2015-05-22 21:00:14+00:00,BALPA
C621,pay,2015-05-22 21:14:59+00:00,2015-05-22 21:06:43+00:00,FGXWW
C587,pay,2015-05-22 21:37:58+00:00,2015-05-22 21:34:59+00:00,RLTSN
C707,place order,2015-05-22 22:17:31+00:00,2015-05-22 22:02:32+00:00,EMEYV
C708,place order,2015-05-23 15:11:33+00:00,2015-05-23 14:58:24+00:00,ZBEXO
C709,place order,2015-05-24 19:42:06+00:00,2015-05-24 15:34:01+00:00,UYDRD
C641,pay,2015-05-24 18:58:29+00:00,2015-05-24 18:55:22+00:00,EQRLD
C603,pay,2015-05-25 04:13:01+00:00,2015-05-25 04:07:21+00:00,VXRUO
C710,place order,2015-05-25 11:06:22+00:00,2015-05-25 08:03:14+00:00,RCEUC
C608,pay,2015-05-25 09:05:52+00:00,2015-05-25 09:01:35+00:00,LYVGB
C693,send invoice,2015-05-25 09:16:04+00:00,2015-05-25 09:11:37+00:00,UYDRD
C628,pay,2015-05-25 09:30:22+00:00,2015-05-25 09:24:01+00:00,UTBDH
C600,send reminder,2015-05-25 10:15:13+00:00,2015-05-25 09:48:42+00:00,FWWWF
C711,place order,2015-05-25 10:06:40+00:00,2015-05-25 09:52:58+00:00,FGXWW
C596,prepare delivery,2015-05-25 10:37:33+00:00,2015-05-25 10:29:42+00:00,UYDRD
C618,pay,2015-05-25 11:03:41+00:00,2015-05-25 10:45:52+00:00,SMSNY
C650,send reminder,2015-05-25 11:04:33+00:00,2015-05-25 10:53:43+00:00,FGXWW
C663,send reminder,2015-05-25 11:23:18+00:00,2015-05-25 10:59:25+00:00,EXXRY
C584,prepare delivery,2015-05-25 13:23:21+00:00,2015-05-25 10:59:26+00:00,DTZWY
C594,confirm payment,2015-05-25 11:35:17+00:00,2015-05-25 11:26:31+00:00,BALPA
C611,prepare delivery,2015-05-25 11:46:56+00:00,2015-05-25 11:43:18+00:00,EQRLD
C594,make delivery,2015-05-25 12:13:32+00:00,2015-05-25 11:47:18+00:00,LYVGB
C712,place order,2015-05-25 12:08:07+00:00,2015-05-25 12:04:03+00:00,BALPA
C574,make delivery,2015-05-25 12:17:26+00:00,2015-05-25 12:08:18+00:00,BALPA
C627,pay,2015-05-25 15:49:37+00:00,2015-05-25 13:21:44+00:00,FGXWW
C713,place order,2015-05-25 13:34:46+00:00,2015-05-25 13:26:13+00:00,EXXRY
C702,send invoice,2015-05-25 13:44:03+00:00,2015-05-25 13:37:54+00:00,KYICA
C565,prepare delivery,2015-05-25 14:23:39+00:00,2015-05-25 14:15:59+00:00,RLTSN
C635,pay,2015-05-25 18:22:58+00:00,2015-05-25 14:26:15+00:00,VXRUO
C684,send invoice,2015-05-25 14:46:01+00:00,2015-05-25 14:39:45+00:00,RLTSN
C633,pay,2015-05-25 14:49:11+00:00,2015-05-25 14:41:28+00:00,ZBEXO
C599,prepare delivery,2015-05-25 14:51:48+00:00,2015-05-25 14:44:09+00:00,UYDRD
C601,send reminder,2015-05-25 15:04:35+00:00,2015-05-25 14:50:48+00:00,SMSNY
C614,confirm payment,2015-05-25 15:22:42+00:00,2015-05-25 15:09:28+00:00,EXXRY
C714,place order,2015-05-25 15:23:25+00:00,2015-05-25 15:10:34+00:00,EMEYV
C574,confirm payment,2015-05-25 15:28:49+00:00,2015-05-25 15:11:10+00:00,EMEYV
C595,cancel order,2015-05-25 15:25:32+00:00,2015-05-25 15:13:56+00:00,EMEYV
C588,confirm payment,2015-05-25 15:22:13+00:00,2015-05-25 15:14:37+00:00,LYVGB
C604,prepare delivery,2015-05-25 15:47:00+00:00,2015-05-25 15:43:01+00:00,DTZWY
C655,send reminder,2015-05-25 16:04:09+00:00,2015-05-25 15:51:05+00:00,KXHUV
C593,prepare delivery,2015-05-25 16:11:02+00:00,2015-05-25 16:03:17+00:00,LYVGB
C696,send invoice,2015-05-25 16:08:15+00:00,2015-05-25 16:04:18+00:00,FGXWW
C715,place order,2015-05-25 16:46:47+00:00,2015-05-25 16:39:15+00:00,RCEUC
C647,send reminder,2015-05-25 17:51:41+00:00,2015-05-25 17:15:38+00:00,SMSNY
C622,pay,2015-05-25 17:45:41+00:00,2015-05-25 17:30:25+00:00,UYDRD
C667,send reminder,2015-05-25 17:54:26+00:00,2015-05-25 17:47:46+00:00,KXHUV
C716,place order,2015-05-25 18:40:49+00:00,2015-05-25 18:36:37+00:00,RWVYG
C605,send reminder,2015-05-25 19:29:27+00:00,2015-05-25 18:44:34+00:00,RCEUC
C585,pay,2015-05-25 20:29:41+00:00,2015-05-25 20:25:54+00:00,BALPA
C695,send invoice,2015-05-25 20:46:59+00:00,2015-05-25 20:38:17+00:00,HLJOP
C717,place order,2015-05-25 21:36:53+00:00,2015-05-25 21:26:05+00:00,EXXRY
C718,place order,2015-05-26 05:00:11+00:00,2015-05-26 04:37:43+00:00,DTZWY
C596,make delivery,2015-05-26 10:17:00+00:00,2015-05-26 08:40:52+00:00,RLTSN
C669,send reminder,2015-05-26 09:02:21+00:00,2015-05-26 08:47:29+00:00,RWVYG
C687,send invoice,2015-05-26 09:20:46+00:00,2015-05-26 09:16:19+00:00,VXRUO
C616,prepare delivery,2015-05-26 09:50:46+00:00,2015-05-26 09:41:38+00:00,FWWWF
C660,send reminder,2015-05-26 10:24:46+00:00,2015-05-26 09:48:13+00:00,HLJOP
